Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?,Final?,FetchDate
2015-01-02 00:00:00-05:00,39.84765714376553,40.49669599171512,39.74517801151094,39.93305587768555,27913900,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-05 00:00:00-05:00,39.599995398285124,39.90743604615408,39.49751626824641,39.56583786010742,39673900,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-06 00:00:00-05:00,39.608534880189445,39.92451407944966,38.891174496900994,38.98511505126953,36447900,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-07 00:00:00-05:00,39.26694192577992,39.67686176782083,38.84848351229689,39.48044204711914,29114100,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-08 00:00:00-05:00,39.92453079584492,40.77853145457957,39.89891181856415,40.64189147949219,29645200,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-09 00:00:00-05:00,40.65895572340363,40.838295008597264,40.05261627855695,40.30027389526367,23944200,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-12 00:00:00-05:00,40.49669342011537,40.599175803615054,39.591455170136825,39.79641342163086,23651900,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-13 00:00:00-05:00,40.1123981098378,40.91515727861193,39.33525790948377,39.59145736694336,35270600,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-14 00:00:00-05:00,39.24985122680664,39.488973515238165,38.95949100765958,39.24985122680664,29719600,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-15 00:00:00-05:00,39.47188923796362,39.60852913602388,38.78014792154799,38.839927673339844,32750800,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-16 00:00:00-05:00,38.69475871884193,39.52313687919715,38.57519592811523,39.48897933959961,35695300,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-20 00:00:00-05:00,39.540212902425104,39.839114959536516,38.916793079653424,39.61707305908203,36161900,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-21 00:00:00-05:00,39.23278627446165,39.403587045504146,38.83994678149155,39.21570587158203,39081100,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-22 00:00:00-05:00,39.60853841328272,40.257577266651204,39.35233895163077,40.24903869628906,35898000,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-23 00:00:00-05:00,40.44544926724959,40.47106823030902,39.96720799104316,40.29172897338867,26211600,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-26 00:00:00-05:00,40.138014469883245,40.249035422077064,39.48897566931331,40.14655303955078,42525500,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-27 00:00:00-05:00,36.6793167745126,36.89281686835987,35.96195632887563,36.43165588378906,169164000,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-28 00:00:00-05:00,36.49998045674328,36.542679827447365,35.15065818977271,35.17627716064453,84507100,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-29 00:00:00-05:00,34.95422648225635,35.970485490353646,34.83466698221574,35.87654495239258,63585300,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-01-30 00:00:00-05:00,35.48371985937702,35.50934208945863,34.45891861545299,34.50162124633789,78004900,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-02 00:00:00-05:00,34.66388032534023,35.32999967093808,34.35643962498634,35.25313949584961,50352500,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-03 00:00:00-05:00,35.55201610218532,35.80821541597272,35.05669460547879,35.52639389038086,52082400,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-04 00:00:00-05:00,35.81677920814061,36.04735973027872,35.321460620318724,35.731380462646484,41614800,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-05 00:00:00-05:00,36.055892037575774,36.41457058323262,35.7484514225828,36.25231170654297,36548200,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-06 00:00:00-05:00,36.44873155490894,36.542672105258326,35.996112457137315,36.2181510925293,34616600,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-09 00:00:00-05:00,36.072966454546574,36.499966513982365,36.04734423570912,36.175445556640625,31381100,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-10 00:00:00-05:00,36.49996435741751,36.52558331698937,36.021723146315146,36.380401611328125,29670700,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-11 00:00:00-05:00,36.42311972262486,36.42311972262486,36.0473574476373,36.19253921508789,38262500,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-12 00:00:00-05:00,36.43164972669409,36.79887008666992,36.3035483889342,36.79887008666992,33268800,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-13 00:00:00-05:00,37.046534197470365,37.46499252319336,36.850114517962254,37.46499252319336,40264900,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-17 00:00:00-05:00,37.81763051588782,37.84343180585555,37.146767448292195,37.482200622558594,33695700,0.31,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-18 00:00:00-05:00,37.5251958459297,37.58540103027827,37.31877572749427,37.439186096191406,27111700,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-19 00:00:00-05:00,37.13817400290583,37.43920003673618,37.02636292708125,37.41339874267578,27603400,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-20 00:00:00-05:00,37.42198183277633,37.74021296572992,37.232766956922504,37.7230110168457,29721100,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-23 00:00:00-05:00,37.5854144467108,38.0068508875861,37.54241119695952,37.972450256347656,32518800,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-24 00:00:00-05:00,37.972447080989724,38.101456819455436,37.77462624298836,37.920841217041016,25271700,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-25 00:00:00-05:00,37.80041589797909,37.92082625207029,37.67140292948933,37.83481979370117,29759800,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-26 00:00:00-05:00,37.83483340602992,38.04125029275553,37.74882363577987,37.89503860473633,28957300,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-02-27 00:00:00-05:00,37.95523672002797,38.01544190749855,37.550999077636924,37.714412689208984,33807700,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-02 00:00:00-05:00,37.559615449722415,38.00685653161401,37.45640697880532,37.740234375,31924000,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-03 00:00:00-05:00,37.465006247422394,37.69722774691769,37.06076845782638,37.22418212890625,31748600,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-04 00:00:00-05:00,36.99195136328634,37.16396761029866,36.8801435915248,37.03495788574219,25748700,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-05 00:00:00-05:00,37.04355706257547,37.189772020235935,36.8285375749678,37.07796096801758,23193500,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-06 00:00:00-05:00,36.983333303315256,37.077942355319905,36.252268724809916,36.432884216308594,36248800,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-09 00:00:00-04:00,36.28669202816701,37.09516750120104,36.28669202816701,36.85434341430664,32108000,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-10 00:00:00-04:00,36.42429923114018,36.733927812658344,36.14907455444336,36.14907455444336,39159700,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-11 00:00:00-04:00,36.38989876678285,36.441501343304125,35.98566108570237,36.10607147216797,32215300,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-12 00:00:00-04:00,35.54703620945544,35.82226099133252,35.14279837566303,35.28041076660156,59992500,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-13 00:00:00-04:00,35.00517733299256,35.667437825995954,34.92777017716262,35.590030670166016,58007700,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-16 00:00:00-04:00,35.66742776590529,35.81363941849058,35.50401088250236,35.744834899902344,35273500,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-17 00:00:00-04:00,35.58142991662353,35.97706833433794,35.39221496652104,35.865257263183594,31673400,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-18 00:00:00-04:00,35.633023594060965,36.83713382905733,35.54701712624827,36.553306579589844,44194800,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-19 00:00:00-04:00,36.34689516627733,36.63072248370324,36.31249453947737,36.37269973754883,33879100,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-20 00:00:00-04:00,36.60491753936475,36.96614869173439,36.54471234730314,36.88014221191406,71904500,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-23 00:00:00-04:00,36.8801551442186,37.09517470010453,36.79414535330139,36.862953186035156,26246100,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-24 00:00:00-04:00,36.79413477714869,37.12956466296428,36.76833348775891,36.89734649658203,25513300,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-25 00:00:00-04:00,36.91453772545809,36.923140340811464,35.641622970883994,35.6588249206543,43469900,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-26 00:00:00-04:00,35.45241594123424,35.78784583374234,35.19438991843986,35.44381332397461,37495600,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-27 00:00:00-04:00,35.36639831262558,35.63302361248106,35.11697824346525,35.237388610839844,34401400,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
2015-03-30 00:00:00-04:00,35.349200665232914,35.7276370441115,35.18578704404061,35.228790283203125,35049700,0.0,0.0,False,True,2025-11-05 20:46:28.338522+00:00
