Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Repaired?,Final?,FetchDate
2015-01-02 00:00:00-05:00,95.66255432877585,96.06821187254872,94.44556762946662,94.90654754638672,31314600,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-05 00:00:00-05:00,94.4916719495731,94.60230967422356,93.24702744173895,93.51439666748047,36521300,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-06 00:00:00-05:00,93.65270549694795,93.80943702051825,91.84566460579205,92.26054382324219,66205500,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-07 00:00:00-05:00,92.8690349740251,93.67113568158707,92.64775950697651,93.44986724853516,37577400,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-08 00:00:00-05:00,94.24274593482934,95.42285352936668,94.14132977898666,95.23846435546875,40212600,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-09 00:00:00-05:00,95.53347867595785,95.56113634500146,94.0583373430104,94.61151885986328,41410100,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-12 00:00:00-05:00,94.79593194347368,94.89734811156916,93.38533419414179,93.62504577636719,34129800,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-13 00:00:00-05:00,94.53776166781358,95.53347997085086,92.84135192552837,93.59735870361328,56162300,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-14 00:00:00-05:00,92.65695405035386,93.56047769227015,92.26051108002241,93.0810546875,51354200,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-15 00:00:00-05:00,93.51437825449804,93.66188815765784,91.76265331275911,91.873291015625,51005400,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-16 00:00:00-05:00,91.75346024077581,93.07186338156194,91.60595029180512,92.95201110839844,35362200,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-20 00:00:00-05:00,93.51440054917697,93.92927972434424,92.46336674035659,93.6895751953125,30964100,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-21 00:00:00-05:00,93.41298419229184,94.6115349709096,93.08107803925911,94.16899108886719,40128800,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-22 00:00:00-05:00,94.53776553339597,96.01289991265992,93.70800024693638,95.91148376464844,40887200,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-23 00:00:00-05:00,95.9022521177239,96.41855437170274,95.62566840730169,96.12352752685547,34783000,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-26 00:00:00-05:00,96.01290893554688,96.18808357748262,95.52427128593267,96.01290893554688,19960900,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-27 00:00:00-05:00,94.5008804940815,94.55619583178496,93.21013535370477,93.52360534667969,45253200,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-28 00:00:00-05:00,95.0264123949565,95.12782855284836,93.02576097835566,93.04419708251953,43591700,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-29 00:00:00-05:00,92.97040092843184,94.11363587527408,92.15907902802192,93.93846130371094,46539700,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-01-30 00:00:00-05:00,93.85551250809856,94.57464004240107,93.08106260146839,93.21013641357422,42927600,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-02-02 00:00:00-05:00,93.4221786420762,94.10442685459569,91.96548061929614,94.02145385742188,43624700,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-02-03 00:00:00-05:00,94.36258412285666,94.98951706821418,93.74487274501773,94.92498016357422,30750400,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-02-04 00:00:00-05:00,94.53776206517412,95.46894346548378,94.32570820874894,94.84201049804688,34073200,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-02-05 00:00:00-05:00,95.0817354468878,95.72711168886438,94.84203090335066,95.6625747680664,23605500,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
2015-02-06 00:00:00-05:00,95.8100906465294,96.04058066850469,94.74062060224263,95.08174133300781,34169300,0.0,0.0,0.0,False,True,2025-11-05 20:46:40.667898+00:00
