Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Repaired?,Final?,FetchDate
2015-01-02 00:00:00-05:00,24.71816855711262,24.729264560959393,23.821665961295437,24.26104164123535,212818400,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-05 00:00:00-05:00,24.03025756400133,24.110144047673025,23.391167387640213,23.57756805419922,257142000,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-06 00:00:00-05:00,23.64192367752137,23.839420368550986,23.218081360876567,23.579790115356445,263188400,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-07 00:00:00-05:00,23.788387320592424,24.01029392504949,23.67743401836389,23.910436630249023,160423600,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-08 00:00:00-05:00,24.23885761526062,24.886824452930725,24.121245700213183,24.82912826538086,237458000,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-09 00:00:00-05:00,25.002212305020397,25.130918519212265,24.456322357565924,24.855754852294922,214798000,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-12 00:00:00-05:00,24.986674565948025,24.993331490866538,24.14343078035858,24.243288040161133,198603200,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-13 00:00:00-05:00,24.72704475408469,25.031057310265034,24.167841042314155,24.458538055419922,268367600,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-14 00:00:00-05:00,24.196691725347986,24.518455563065594,24.07686197869801,24.365341186523438,195826400,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-15 00:00:00-05:00,24.409722557017083,24.42303640937501,23.668555430204687,23.704059600830078,240056000,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-16 00:00:00-05:00,23.75065951213766,23.87270880076629,23.34457008962357,23.51987648010254,314053200,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-20 00:00:00-05:00,23.930403963500748,24.181159473930325,23.633049969024885,24.125682830810547,199599600,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-21 00:00:00-05:00,24.176722549122562,24.644945594224467,24.025825998667738,24.30986785888672,194303600,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-22 00:00:00-05:00,24.467422705298063,24.957836098464018,24.34759293561303,24.942302703857422,215185600,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-23 00:00:00-05:00,24.920110229040706,25.241874100812947,24.749241210117216,25.071006774902344,185859200,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-26 00:00:00-05:00,25.23965535290147,25.377238049714297,25.03106430723337,25.09763526916504,222460000,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-27 00:00:00-05:00,24.946736811155496,24.960052356934085,24.1944736556585,24.218883514404297,382274800,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-28 00:00:00-05:00,26.102870222038018,26.211605664482956,25.58804702758789,25.58804702758789,585908400,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-29 00:00:00-05:00,25.81217375336961,26.44904625819923,25.64352427568064,26.384693145751953,337745600,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-01-30 00:00:00-05:00,26.273740817813987,26.62879102622777,25.929784923186702,25.998577117919922,334982000,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-02-02 00:00:00-05:00,26.196067376302338,26.444601614273594,25.75891122742608,26.324771881103516,250956400,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-02-03 00:00:00-05:00,26.295929677881375,26.426853747175713,26.09843295751384,26.32921600341797,207662800,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
2015-02-04 00:00:00-05:00,26.295930379029553,26.741963089882017,26.25376758602479,26.531150817871094,280598800,0.0,0.0,False,True,2025-11-05 20:46:25.291183+00:00
